"","legper","party_name","originalname","fullname","nickname","surname","shared","lengthofname","match","alternativematch"
"90",8,"Fianna Fáil","Mr. Martin Ryan","Martin Ryan",NA,"Ryan",1,2,"Deputy Martin Ryan",NA
"91",9,"Fianna Fáil","Mr. Richard Walsh","Richard Walsh",NA,"Walsh",1,2,"Deputy Richard Walsh",NA
"92",9,"Independent","Mr. Alfred Byrne","Alfred Byrne",NA,"Byrne",1,2,"Deputy Alfred Byrne",NA
"93",9,"Fianna Fáil","Mr. John Flynn","John Flynn",NA,"Flynn",1,2,"Deputy John Flynn",NA
"94",9,"Sinn Féin","Dr. James Ryan","James Ryan",NA,"Ryan",1,2,"Deputy James Ryan",NA
"95",9,"Sinn Féin","Mr. Thomas Kelly","Thomas Kelly",NA,"Kelly",1,2,"Deputy Thomas Kelly",NA
"96",9,"Fine Gael","Mr. Daniel Morrissey","Daniel Morrissey",NA,"Morrissey",1,2,"Deputy Daniel Morrissey",NA
"97",9,"Fianna Fáil","Mr. Martin Ryan","Martin Ryan",NA,"Ryan",1,2,"Deputy Martin Ryan",NA
"98",9,"Fianna Fáil","Mr. Timothy (Ted) O'Sullivan","Timothy O'Sullivan","Ted","O'Sullivan",1,2,"Deputy Timothy O'Sullivan",NA
"99",9,"Fine Gael","Colonel Jeremiah Ryan","Jeremiah Ryan",NA,"Ryan",1,2,"Deputy Jeremiah Ryan",NA
"100",9,"Fianna Fáil","Mr. Stephen Flynn","Stephen Flynn",NA,"Flynn",1,2,"Deputy Stephen Flynn",NA
"101",9,"Fianna Fáil","Mr. Daniel Bourke","Daniel Bourke",NA,"Bourke",1,2,"Deputy Daniel Bourke",NA
"102",9,"Fianna Fáil","Mr. Brian Brady","Brian Brady",NA,"Brady",1,2,"Deputy Brian Brady",NA
"103",9,"Fianna Fáil","Mr. Sean Brady","Sean Brady",NA,"Brady",1,2,"Deputy Sean Brady",NA
"104",9,"Fianna Fáil","Mr. Michael Morrissey","Michael Morrissey",NA,"Morrissey",1,2,"Deputy Michael Morrissey",NA
"105",10,"Sinn Féin","Mr. Thomas Kelly","Thomas Kelly",NA,"Kelly",1,2,"Deputy Thomas Kelly",NA
"106",10,"Sinn Féin","Dr. James Ryan","James Ryan",NA,"Ryan",1,2,"Deputy James Ryan",NA
"107",10,"Fianna Fáil","Mr. John Flynn","John Flynn",NA,"Flynn",1,2,"Deputy John Flynn",NA
"108",10,"Fine Gael","Mr. Sean Broderick","Sean Broderick",NA,"Broderick",1,2,"Deputy Sean Broderick",NA
"109",10,"Fine Gael","Colonel Jeremiah Ryan","Jeremiah Ryan",NA,"Ryan",1,2,"Deputy Jeremiah Ryan",NA
"110",10,"Fianna Fáil","Mr. Michael Morrissey","Michael Morrissey",NA,"Morrissey",1,2,"Deputy Michael Morrissey",NA
"111",10,"Fine Gael","Mr. Michael Brennan","Michael Brennan",NA,"Brennan",1,2,"Deputy Michael Brennan",NA
"112",10,"Farmers Party","Mr. Thomas Burke","Thomas Burke",NA,"Burke",1,2,"Deputy Thomas Burke",NA
"113",10,"Fine Gael","Mr. Daniel Morrissey","Daniel Morrissey",NA,"Morrissey",1,2,"Deputy Daniel Morrissey",NA
"114",10,"Fianna Fáil","Mr. Martin Ryan","Martin Ryan",NA,"Ryan",1,2,"Deputy Martin Ryan",NA
"115",10,"Fianna Fáil","Mr. Sean Brady","Sean Brady",NA,"Brady",1,2,"Deputy Sean Brady",NA
"116",10,"Independent","Mr. Alfred Byrne","Alfred Byrne",NA,"Byrne",1,2,"Deputy Alfred Byrne",NA
"117",10,"Fianna Fáil","Mr. Brian Brady","Brian Brady",NA,"Brady",1,2,"Deputy Brian Brady",NA
"118",10,"Fianna Fáil","Mr. Tadhg Crowley","Tadhg Crowley",NA,"Crowley",1,2,"Deputy Tadhg Crowley",NA
"119",10,"Fine Gael","Mr. Patrick Burke","Patrick Burke",NA,"Burke",1,2,"Deputy Patrick Burke",NA
"120",10,"Fianna Fáil","Mr. Stephen Flynn","Stephen Flynn",NA,"Flynn",1,2,"Deputy Stephen Flynn",NA
"121",10,"Fianna Fáil","Mr. Timothy (Ted) O'Sullivan","Timothy O'Sullivan","Ted","O'Sullivan",1,2,"Deputy Timothy O'Sullivan",NA
"122",10,"Fianna Fáil","Mr. Martin Brennan","Martin Brennan",NA,"Brennan",1,2,"Deputy Martin Brennan",NA
"123",10,"Fianna Fáil","Mr. Richard Walsh","Richard Walsh",NA,"Walsh",1,2,"Deputy Richard Walsh",NA
"124",11,"Fianna Fáil","Mr. Brian Brady","Brian Brady",NA,"Brady",1,2,"Deputy Brian Brady",NA
"125",11,"Fine Gael","Mr. Daniel Morrissey","Daniel Morrissey",NA,"Morrissey",1,2,"Deputy Daniel Morrissey",NA
"126",11,"Fine Gael","Colonel Jeremiah Ryan","Jeremiah Ryan",NA,"Ryan",1,2,"Deputy Jeremiah Ryan",NA
"127",11,"The Labour Party","Mr. James (Junior) Larkin","James Larkin","Junior","Larkin",1,2,"Deputy James Larkin",NA
"128",11,"The Labour Party","Mr. James (Senior) Larkin","James Larkin",NA,"Larkin",1,2,"Deputy James Larkin",NA
"129",11,"Sinn Féin","Dr. James Ryan","James Ryan",NA,"Ryan",1,2,"Deputy James Ryan",NA
"130",11,"Fine Gael","Mr. Liam Cosgrave","Liam Cosgrave",NA,"Cosgrave",1,2,"Deputy Liam Cosgrave",NA
"131",11,"Fianna Fáil","Mr. Matthew O'Reilly","Matthew O'Reilly",NA,"O'Reilly",1,2,"Deputy Matthew O'Reilly",NA
"132",11,"Farmers Party","Mr. Patrick (Virginia) O'Reilly","Patrick O'Reilly","Virginia","O'Reilly",1,2,"Deputy Patrick O'Reilly",NA
"133",11,"Independent","Mr. Alfred Byrne","Alfred Byrne",NA,"Byrne",1,2,"Deputy Alfred Byrne",NA
"134",11,"Fianna Fáil","Mr. Michael Morrissey","Michael Morrissey",NA,"Morrissey",1,2,"Deputy Michael Morrissey",NA
"135",11,"Fianna Fáil","Mr. Sean Brady","Sean Brady",NA,"Brady",1,2,"Deputy Sean Brady",NA
"136",12,"Fianna Fáil","Mr. Timothy (Ted) O'Sullivan","Timothy O'Sullivan","Ted","O'Sullivan",1,2,"Deputy Timothy O'Sullivan",NA
"137",12,"Fianna Fáil","Mr. Sean Brady","Sean Brady",NA,"Brady",1,2,"Deputy Sean Brady",NA
"138",12,"Sinn Féin","Dr. James Ryan","James Ryan",NA,"Ryan",1,2,"Deputy James Ryan",NA
"139",12,"Fianna Fáil","Mr. Richard Walsh","Richard Walsh",NA,"Walsh",1,2,"Deputy Richard Walsh",NA
"140",12,"Fianna Fáil","Mr. Andrew Fogarty","Andrew Fogarty",NA,"Fogarty",1,2,"Deputy Andrew Fogarty",NA
"141",12,"Fine Gael","Mr. Daniel Morrissey","Daniel Morrissey",NA,"Morrissey",1,2,"Deputy Daniel Morrissey",NA
"142",12,"The Labour Party","Mr. Martin O'Sullivan","Martin O'Sullivan",NA,"O'Sullivan",1,2,"Deputy Martin O'Sullivan",NA
"143",12,"Fianna Fáil","Mr. Matthew O'Reilly","Matthew O'Reilly",NA,"O'Reilly",1,2,"Deputy Matthew O'Reilly",NA
"144",12,"Fianna Fáil","Mr. Michael Morrissey","Michael Morrissey",NA,"Morrissey",1,2,"Deputy Michael Morrissey",NA
"145",12,"Fianna Fáil","Mr. Robert Ryan","Robert Ryan",NA,"Ryan",1,2,"Deputy Robert Ryan",NA
"146",12,"Fianna Fáil","Mr. Thomas Brennan","Thomas Brennan",NA,"Brennan",1,2,"Deputy Thomas Brennan",NA
"147",12,"Farmers Party","Mr. Patrick (Virginia) O'Reilly","Patrick O'Reilly","Virginia","O'Reilly",1,2,"Deputy Patrick O'Reilly",NA
"148",12,"Fianna Fáil","Mr. Martin Brennan","Martin Brennan",NA,"Brennan",1,2,"Deputy Martin Brennan",NA
"149",12,"Fianna Fáil","Mr. Brian Brady","Brian Brady",NA,"Brady",1,2,"Deputy Brian Brady",NA
"150",13,"Independent","Mr. Patrick (Castlepoles) O'Reilly","Patrick O'Reilly","Castlepoles","O'Reilly",1,2,"Deputy Patrick O'Reilly",NA
"151",13,"Independent","Mr. Alfred Byrne","Alfred Byrne",NA,"Byrne",1,2,"Deputy Alfred Byrne",NA
"152",13,"Fianna Fáil","Mr. John Flynn","John Flynn",NA,"Flynn",1,2,"Deputy John Flynn",NA
"153",13,"Clann na Poblachta","Mr. Con Lehane","Con Lehane",NA,"Lehane",1,2,"Deputy Con Lehane",NA
"154",13,"Fine Gael","Mr. Sean Collins","Sean Collins",NA,"Collins",1,2,"Deputy Sean Collins",NA
"155",13,"Fianna Fáil","Mr. Sean Brady","Sean Brady",NA,"Brady",1,2,"Deputy Sean Brady",NA
"156",13,"Fianna Fáil","Mr. Thomas Walsh","Thomas Walsh",NA,"Walsh",1,2,"Deputy Thomas Walsh",NA
"157",13,"Fianna Fáil","Mr. Matthew O'Reilly","Matthew O'Reilly",NA,"O'Reilly",1,2,"Deputy Matthew O'Reilly",NA
"158",13,"Sinn Féin","Dr. James Ryan","James Ryan",NA,"Ryan",1,2,"Deputy James Ryan",NA
"159",13,"Fianna Fáil","Mr. Richard Walsh","Richard Walsh",NA,"Walsh",1,2,"Deputy Richard Walsh",NA
"160",13,"Fianna Fáil","Mr. Brian Brady","Brian Brady",NA,"Brady",1,2,"Deputy Brian Brady",NA
"161",13,"Fianna Fáil","Mr. Gerald Boland","Gerald Boland",NA,"Boland",1,2,"Deputy Gerald Boland",NA
"162",13,"Fianna Fáil","Mr. Thomas Brennan","Thomas Brennan",NA,"Brennan",1,2,"Deputy Thomas Brennan",NA
"163",13,"The Labour Party","Mr. Martin O'Sullivan","Martin O'Sullivan",NA,"O'Sullivan",1,2,"Deputy Martin O'Sullivan",NA
"164",13,"Fianna Fáil","Mr. Timothy (Ted) O'Sullivan","Timothy O'Sullivan","Ted","O'Sullivan",1,2,"Deputy Timothy O'Sullivan",NA
"165",13,"Fianna Fáil","Mr. Robert Ryan","Robert Ryan",NA,"Ryan",1,2,"Deputy Robert Ryan",NA
"166",13,"Fianna Fáil","Mr. Patrick Boland","Patrick Boland",NA,"Boland",1,2,"Deputy Patrick Boland",NA
"167",13,"Fianna Fáil","Mr. Stephen Flynn","Stephen Flynn",NA,"Flynn",1,2,"Deputy Stephen Flynn",NA
"168",13,"Fine Gael","Mr. Patrick Browne","Patrick Browne",NA,"Browne",1,2,"Deputy Patrick Browne",NA
"169",14,"Fianna Fáil","Mr. John Flynn","John Flynn",NA,"Flynn",1,2,"Deputy John Flynn",NA
"170",14,"Fine Gael","Mr. Sean Collins","Sean Collins",NA,"Collins",1,2,"Deputy Sean Collins",NA
"171",14,"Sinn Féin","Dr. James Ryan","James Ryan",NA,"Ryan",1,2,"Deputy James Ryan",NA
"172",14,"Fianna Fáil","Mr. Joseph Brennan","Joseph Brennan",NA,"Brennan",1,2,"Deputy Joseph Brennan",NA
"173",14,"Fianna Fáil","Mr. Gerald Boland","Gerald Boland",NA,"Boland",1,2,"Deputy Gerald Boland",NA
"174",14,"Fianna Fáil","Mr. Thomas Walsh","Thomas Walsh",NA,"Walsh",1,2,"Deputy Thomas Walsh",NA
"175",14,"Fianna Fáil","Mr. Matthew O'Reilly","Matthew O'Reilly",NA,"O'Reilly",1,2,"Deputy Matthew O'Reilly",NA
"176",14,"Fine Gael","Mr. Declan Costello","Declan Costello",NA,"Costello",1,2,"Deputy Declan Costello",NA
"177",14,"Fianna Fáil","Mr. Sean Flanagan","Sean Flanagan",NA,"Flanagan",1,2,"Deputy Sean Flanagan",NA
"178",14,"Fine Gael","Mr. Patrick Browne","Patrick Browne",NA,"Browne",1,2,"Deputy Patrick Browne",NA
"179",14,"Fine Gael","Mr. William Murphy","William Murphy",NA,"Murphy",1,2,"Deputy William Murphy",NA
"180",14,"Fianna Fáil","Mr. Jack Lynch","Jack Lynch",NA,"Lynch",1,2,"Deputy Jack Lynch",NA
"181",14,"Fianna Fáil","Mr. Thomas Brennan","Thomas Brennan",NA,"Brennan",1,2,"Deputy Thomas Brennan",NA
"182",14,"Farmers Party","Mr. Patrick (Virginia) O'Reilly","Patrick O'Reilly","Virginia","O'Reilly",1,2,"Deputy Patrick O'Reilly",NA
"183",14,"Fianna Fáil","Mr. Timothy (Ted) O'Sullivan","Timothy O'Sullivan","Ted","O'Sullivan",1,2,"Deputy Timothy O'Sullivan",NA
"184",14,"Fianna Fáil","Mr. Sean Brady","Sean Brady",NA,"Brady",1,2,"Deputy Sean Brady",NA
"185",14,"Fine Gael","Mr. John Lynch","John Lynch",NA,"Lynch",1,2,"Deputy John Lynch",NA
"186",14,"Fianna Fáil","Mr. Patrick Boland","Patrick Boland",NA,"Boland",1,2,"Deputy Patrick Boland",NA
"187",14,"Fianna Fáil","Mr. Stephen Flynn","Stephen Flynn",NA,"Flynn",1,2,"Deputy Stephen Flynn",NA
"188",14,"Independent","Mr. Alfred Byrne","Alfred Byrne",NA,"Byrne",1,2,"Deputy Alfred Byrne",NA
"189",14,"Independent","Mr. Thomas Byrne","Thomas Byrne",NA,"Byrne",1,2,"Deputy Thomas Byrne",NA
"190",15,"Independent","Mr. Alfred Byrne","Alfred Byrne",NA,"Byrne",1,2,"Deputy Alfred Byrne",NA
"191",15,"Fine Gael","Mr. Declan Costello","Declan Costello",NA,"Costello",1,2,"Deputy Declan Costello",NA
"192",15,"Fianna Fáil","Mr. John Flynn","John Flynn",NA,"Flynn",1,2,"Deputy John Flynn",NA
"193",15,"Fianna Fáil","Mr. Joseph Brennan","Joseph Brennan",NA,"Brennan",1,2,"Deputy Joseph Brennan",NA
"194",15,"Fianna Fáil","Mr. Jack Lynch","Jack Lynch",NA,"Lynch",1,2,"Deputy Jack Lynch",NA
"195",15,"Clann na Poblachta","Mr. John Tully","John Tully",NA,"Tully",1,2,"Deputy John Tully",NA
"196",15,"Fine Gael","Mr. Anthony Barry","Anthony Barry",NA,"Barry",1,2,"Deputy Anthony Barry",NA
"197",15,"The Labour Party","Mr. James Tully","James Tully",NA,"Tully",1,2,"Deputy James Tully",NA
"198",15,"Fine Gael","Mr. Thaddeus Lynch","Thaddeus Lynch",NA,"Lynch",1,2,"Deputy Thaddeus Lynch",NA
"199",15,"Fine Gael","Mr. Sean Collins","Sean Collins",NA,"Collins",1,2,"Deputy Sean Collins",NA
"200",15,"Sinn Féin","Dr. James Ryan","James Ryan",NA,"Ryan",1,2,"Deputy James Ryan",NA
"201",15,"Fianna Fáil","Mr. Sean Flanagan","Sean Flanagan",NA,"Flanagan",1,2,"Deputy Sean Flanagan",NA
"202",15,"Fine Gael","Mr. William Murphy","William Murphy",NA,"Murphy",1,2,"Deputy William Murphy",NA
"203",15,"Fine Gael","Mr. Richard Barry","Richard Barry",NA,"Barry",1,2,"Deputy Richard Barry",NA
"204",15,"Independent","Mr. Thomas Byrne","Thomas Byrne",NA,"Byrne",1,2,"Deputy Thomas Byrne",NA
"205",15,"Fianna Fáil","Ms. Celia Lynch","Celia Lynch",NA,"Lynch",1,2,"Deputy Celia Lynch",NA
"206",15,"Fianna Fáil","Mr. Paudge Brennan","Paudge Brennan",NA,"Brennan",1,2,"Deputy Paudge Brennan",NA
"207",15,"Fianna Fáil","Mr. Tadhg Crowley","Tadhg Crowley",NA,"Crowley",1,2,"Deputy Tadhg Crowley",NA
"208",15,"Fianna Fáil","Mr. Stephen Flynn","Stephen Flynn",NA,"Flynn",1,2,"Deputy Stephen Flynn",NA
"209",15,"Independent","Mr. Patrick Byrne","Patrick Byrne",NA,"Byrne",1,2,"Deputy Patrick Byrne",NA
"210",15,"Fianna Fáil","Mr. Nicholas Egan","Nicholas Egan",NA,"Egan",1,2,"Deputy Nicholas Egan",NA
"211",16,"Independent","Mr. John Murphy","John Murphy",NA,"Murphy",1,2,"Deputy John Murphy",NA
"212",16,"Fine Gael","Mr. Declan Costello","Declan Costello",NA,"Costello",1,2,"Deputy Declan Costello",NA
"213",16,"Sinn Féin","Dr. James Ryan","James Ryan",NA,"Ryan",1,2,"Deputy James Ryan",NA
"214",16,"Fine Gael","Mr. Thaddeus Lynch","Thaddeus Lynch",NA,"Lynch",1,2,"Deputy Thaddeus Lynch",NA
"215",16,"Fianna Fáil","Mr. Gerald Boland","Gerald Boland",NA,"Boland",1,2,"Deputy Gerald Boland",NA
"216",16,"Fianna Fáil","Mr. Jack Lynch","Jack Lynch",NA,"Lynch",1,2,"Deputy Jack Lynch",NA
"217",16,"Fianna Fáil","Mr. Kevin Boland","Kevin Boland",NA,"Boland",1,2,"Deputy Kevin Boland",NA
"218",16,"Fianna Fáil","Mr. Séan Browne","Séan Browne",NA,"Browne",1,2,"Deputy Séan Browne",NA
"219",16,"Fianna Fáil","Mr. Sean Flanagan","Sean Flanagan",NA,"Flanagan",1,2,"Deputy Sean Flanagan",NA
"220",16,"Fine Gael","Mr. William Murphy","William Murphy",NA,"Murphy",1,2,"Deputy William Murphy",NA
"221",16,"Fianna Fáil","Mr. Joseph Brennan","Joseph Brennan",NA,"Brennan",1,2,"Deputy Joseph Brennan",NA
"222",16,"Independent","Mr. Patrick Byrne","Patrick Byrne",NA,"Byrne",1,2,"Deputy Patrick Byrne",NA
"223",16,"Fianna Fáil","Mr. Nicholas Egan","Nicholas Egan",NA,"Egan",1,2,"Deputy Nicholas Egan",NA
"224",16,"Fianna Fáil","Mr. Sean Brady","Sean Brady",NA,"Brady",1,2,"Deputy Sean Brady",NA
"225",16,"Fianna Fáil","Mr. Paudge Brennan","Paudge Brennan",NA,"Brennan",1,2,"Deputy Paudge Brennan",NA
"226",16,"Fianna Fáil","Ms. Celia Lynch","Celia Lynch",NA,"Lynch",1,2,"Deputy Celia Lynch",NA
"227",16,"Independent","Mr. Thomas Byrne","Thomas Byrne",NA,"Byrne",1,2,"Deputy Thomas Byrne",NA
"228",16,"Fine Gael","Mr. Richie Ryan","Richie Ryan",NA,"Ryan",1,2,"Deputy Richie Ryan",NA
"229",17,"The Labour Party","Mr. Patrick Hogan","Patrick Hogan",NA,"Hogan",1,2,"Deputy Patrick Hogan",NA
"230",17,"Sinn Féin","Dr. James Ryan","James Ryan",NA,"Ryan",1,2,"Deputy James Ryan",NA
"231",17,"The Labour Party","Mr. Sean Dunne","Sean Dunne",NA,"Dunne",1,2,"Deputy Sean Dunne",NA
"232",17,"Fine Gael","Mr. Sean Collins","Sean Collins",NA,"Collins",1,2,"Deputy Sean Collins",NA
"233",17,"Fine Gael","Mr. William Murphy","William Murphy",NA,"Murphy",1,2,"Deputy William Murphy",NA
"234",17,"Fianna Fáil","Mr. Jack Lynch","Jack Lynch",NA,"Lynch",1,2,"Deputy Jack Lynch",NA
"235",17,"Fine Gael","Mr. Thaddeus Lynch","Thaddeus Lynch",NA,"Lynch",1,2,"Deputy Thaddeus Lynch",NA
"236",17,"Fine Gael","Mr. Patrick O'Donnell","Patrick O'Donnell",NA,"O'Donnell",1,2,"Deputy Patrick O'Donnell",NA
"237",17,"Fianna Fáil","Mr. Joseph Brennan","Joseph Brennan",NA,"Brennan",1,2,"Deputy Joseph Brennan",NA
"238",17,"Fine Gael","Mr. Richie Ryan","Richie Ryan",NA,"Ryan",1,2,"Deputy Richie Ryan",NA
"239",17,"Fianna Fáil","Mr. Paudge Brennan","Paudge Brennan",NA,"Brennan",1,2,"Deputy Paudge Brennan",NA
"240",17,"Fine Gael","Mr. Declan Costello","Declan Costello",NA,"Costello",1,2,"Deputy Declan Costello",NA
"241",17,"Fianna Fáil","Mr. Sean Flanagan","Sean Flanagan",NA,"Flanagan",1,2,"Deputy Sean Flanagan",NA
"242",17,"Fianna Fáil","Mr. Nicholas Egan","Nicholas Egan",NA,"Egan",1,2,"Deputy Nicholas Egan",NA
"243",17,"Fine Gael","Mr. Patrick (Tipperary South) Hogan","Patrick Hogan",NA,"Hogan",1,2,"Deputy Patrick Hogan",NA
"244",17,"Fine Gael","Mr. Richard Barry","Richard Barry",NA,"Barry",1,2,"Deputy Richard Barry",NA
"245",17,"Fine Gael","Mr. Anthony Barry","Anthony Barry",NA,"Barry",1,2,"Deputy Anthony Barry",NA
"246",17,"Fianna Fáil","Mr. John Galvin","John Galvin",NA,"Galvin",1,2,"Deputy John Galvin",NA
"247",17,"Fine Gael","Mr. Thomas Dunne","Thomas Dunne",NA,"Dunne",1,2,"Deputy Thomas Dunne",NA
"248",17,"Fianna Fáil","Ms. Celia Lynch","Celia Lynch",NA,"Lynch",1,2,"Deputy Celia Lynch",NA
"249",17,"Fianna Fáil","Mr. Sean Brady","Sean Brady",NA,"Brady",1,2,"Deputy Sean Brady",NA
"250",17,"Fine Gael","Mr. Michael Browne","Michael Browne",NA,"Browne",1,2,"Deputy Michael Browne",NA
"251",17,"Fianna Fáil","Ms. Sheila Galvin","Sheila Galvin",NA,"Galvin",1,2,"Deputy Sheila Galvin",NA
"252",18,"The Labour Party","Mr. Patrick Hogan","Patrick Hogan",NA,"Hogan",1,2,"Deputy Patrick Hogan",NA
"253",18,"The Labour Party","Mr. Sean Dunne","Sean Dunne",NA,"Dunne",1,2,"Deputy Sean Dunne",NA
"254",18,"Fianna Fáil","Mr. Jack Lynch","Jack Lynch",NA,"Lynch",1,2,"Deputy Jack Lynch",NA
"255",18,"Fine Gael","Mr. Patrick O'Donnell","Patrick O'Donnell",NA,"O'Donnell",1,2,"Deputy Patrick O'Donnell",NA
"256",18,"Fianna Fáil","Mr. Joseph Brennan","Joseph Brennan",NA,"Brennan",1,2,"Deputy Joseph Brennan",NA
"257",18,"Fianna Fáil","Mr. Donogh O'Malley","Donogh O'Malley",NA,"O'Malley",1,2,"Deputy Donogh O'Malley",NA
"258",18,"Fianna Fáil","Mr. Patrick Lenihan","Patrick Lenihan",NA,"Lenihan",1,2,"Deputy Patrick Lenihan",NA
"259",18,"The Labour Party","Mr. James Tully","James Tully",NA,"Tully",1,2,"Deputy James Tully",NA
"260",18,"Fine Gael","Mr. Sean Collins","Sean Collins",NA,"Collins",1,2,"Deputy Sean Collins",NA
"261",18,"Fine Gael","Mr. Thaddeus Lynch","Thaddeus Lynch",NA,"Lynch",1,2,"Deputy Thaddeus Lynch",NA
"262",18,"The Labour Party","Mr. Henry Byrne","Henry Byrne",NA,"Byrne",1,2,"Deputy Henry Byrne",NA
"263",18,"Fianna Fáil","Mr. Sean Flanagan","Sean Flanagan",NA,"Flanagan",1,2,"Deputy Sean Flanagan",NA
"264",18,"Fine Gael","Mr. Patrick (Tipperary South) Hogan","Patrick Hogan",NA,"Hogan",1,2,"Deputy Patrick Hogan",NA
"265",18,"Fianna Fáil","Mr. James Gibbons","James Gibbons",NA,"Gibbons",1,2,"Deputy James Gibbons",NA
"266",18,"Fine Gael","Mr. Luke Belton","Luke Belton",NA,"Belton",1,2,"Deputy Luke Belton",NA
"267",18,"Fianna Fáil","Flor Crowley","Flor Crowley",NA,"Crowley",1,2,"Deputy Flor Crowley",NA
"268",18,"Fine Gael","Mr. Declan Costello","Declan Costello",NA,"Costello",1,2,"Deputy Declan Costello",NA
"269",18,"Fianna Fáil","Mr. Paudge Brennan","Paudge Brennan",NA,"Brennan",1,2,"Deputy Paudge Brennan",NA
"270",18,"Fianna Fáil","Mr. Brian (Snr.) Lenihan","Brian Lenihan",NA,"Lenihan",1,2,"Deputy Brian Lenihan",NA
"271",18,"Clann na Poblachta","Mr. John Tully","John Tully",NA,"Tully",1,2,"Deputy John Tully",NA
"272",18,"Fine Gael","Mr. Thomas Dunne","Thomas Dunne",NA,"Dunne",1,2,"Deputy Thomas Dunne",NA
"273",18,"Fine Gael","Mr. Paddy Belton","Paddy Belton",NA,"Belton",1,2,"Deputy Paddy Belton",NA
"274",18,"Fianna Fáil","Dr. Hugh Gibbons","Hugh Gibbons",NA,"Gibbons",1,2,"Deputy Hugh Gibbons",NA
"275",18,"Independent","Mr. Patrick Byrne","Patrick Byrne",NA,"Byrne",1,2,"Deputy Patrick Byrne",NA
"276",18,"Fine Gael","Mr. William Murphy","William Murphy",NA,"Murphy",1,2,"Deputy William Murphy",NA
"277",18,"The Labour Party","Mr. Michael O'Leary","Michael O'Leary",NA,"O'Leary",1,2,"Deputy Michael O'Leary",NA
"278",18,"Fianna Fáil","Mr. John (Kerry) O'Leary","John O'Leary","Kerry","O'Leary",1,2,"Deputy John O'Leary",NA
"279",18,"Fianna Fáil","Mr. Gerard Collins","Gerard Collins",NA,"Collins",1,2,"Deputy Gerard Collins",NA
"280",18,"Fianna Fáil","Ms. Celia Lynch","Celia Lynch",NA,"Lynch",1,2,"Deputy Celia Lynch",NA
"281",18,"Fianna Fáil","Mr. Sylvester Barrett","Sylvester Barrett",NA,"Barrett",1,2,"Deputy Sylvester Barrett",NA
"282",19,"Fianna Fáil","Mr. Jack Lynch","Jack Lynch",NA,"Lynch",1,2,"Deputy Jack Lynch",NA
"283",19,"Fine Gael","Mr. Luke Belton","Luke Belton",NA,"Belton",1,2,"Deputy Luke Belton",NA
"284",19,"The Labour Party","Mr. Michael O'Leary","Michael O'Leary",NA,"O'Leary",1,2,"Deputy Michael O'Leary",NA
"285",19,"Fianna Fáil","Mr. John (Kerry) O'Leary","John O'Leary","Kerry","O'Leary",1,2,"Deputy John O'Leary",NA
"286",19,"Fine Gael","Mr. Paddy Belton","Paddy Belton",NA,"Belton",1,2,"Deputy Paddy Belton",NA
"287",19,"Fianna Fáil","Mr. Joseph Brennan","Joseph Brennan",NA,"Brennan",1,2,"Deputy Joseph Brennan",NA
"288",19,"Fianna Fáil","Dr. Hugh Gibbons","Hugh Gibbons",NA,"Gibbons",1,2,"Deputy Hugh Gibbons",NA
"289",19,"Fine Gael","Mr. Patrick O'Donnell","Patrick O'Donnell",NA,"O'Donnell",1,2,"Deputy Patrick O'Donnell",NA
"290",19,"Fine Gael","Mr. Edward Collins","Edward Collins",NA,"Collins",1,2,"Deputy Edward Collins",NA
"291",19,"Fianna Fáil","Mr. Sean Flanagan","Sean Flanagan",NA,"Flanagan",1,2,"Deputy Sean Flanagan",NA
"292",19,"Fianna Fáil","Mr. James Gibbons","James Gibbons",NA,"Gibbons",1,2,"Deputy James Gibbons",NA
"293",19,"Fianna Fáil","Mr. Séan Browne","Séan Browne",NA,"Browne",1,2,"Deputy Séan Browne",NA
"294",19,"Fine Gael","Mr. Richard Barry","Richard Barry",NA,"Barry",1,2,"Deputy Richard Barry",NA
"295",19,"Fianna Fáil","Mr. Gerard Collins","Gerard Collins",NA,"Collins",1,2,"Deputy Gerard Collins",NA
"296",19,"Fine Gael","Mr. Liam Burke","Liam Burke",NA,"Burke",1,2,"Deputy Liam Burke",NA
"297",19,"Fine Gael","Mr. Richard Burke","Richard Burke",NA,"Burke",1,2,"Deputy Richard Burke",NA
"298",19,"Fine Gael","Mr. Peter Barry","Peter Barry",NA,"Barry",1,2,"Deputy Peter Barry",NA
"299",19,"Fianna Fáil","Mr. Patrick Smith","Patrick Smith",NA,"Smith",1,2,"Deputy Patrick Smith",NA
"300",19,"Fianna Fáil","Mr. Patrick (Fad) Browne","Patrick Browne","Fad","Browne",1,2,"Deputy Patrick Browne",NA
"301",19,"Fianna Fáil","Mr. Michael Smith","Michael Smith",NA,"Smith",1,2,"Deputy Michael Smith",NA
"302",19,"Fianna Fáil","Mr. Paudge Brennan","Paudge Brennan",NA,"Brennan",1,2,"Deputy Paudge Brennan",NA
"303",20,"Fianna Fáil","Mr. Jack Lynch","Jack Lynch",NA,"Lynch",1,2,"Deputy Jack Lynch",NA
"304",20,"Fine Gael","Mr. Paddy Belton","Paddy Belton",NA,"Belton",1,2,"Deputy Paddy Belton",NA
"305",20,"Fine Gael","Mr. Edward Collins","Edward Collins",NA,"Collins",1,2,"Deputy Edward Collins",NA
